Fund net assets,"Fossil fuel holdings, weight","Coal industry, weight","Oil / gas industry, weight","Fossil-fired utilities, weight",Fossil fuel finance fund score,"Fossil fuel finance holdings, weight",Fossil fuel insurance fund score,"Fossil fuel insurance holdings, weight","Clean200, weight"," Deforestation-risk producer, weight","Deforestation-risk financier, weight","Deforestation-risk consumer brand, weight",esg_score,grade
473146432,0.132,0.015,0.09,0.044,0,0,0.7,0.001,0.005,0,0,0.003,27.95,3
1752926989,0.055,0,0.055,0,0,0,2.6,0.004,0.027,0,0,0.045,24.65,3
38870246,0.03,0.019,0.011,0.019,0,0,0,0,0.054,0.008,0,0.015,24.47,3
309157651,0.133,0.027,0.133,0,35.8,0.093,30.6,0.036,0.099,0,0,0.112,24.18,3
84071926,0.07,0.036,0.015,0.06,0,0,0,0,0.047,0.039,0,0.013,26.81,3
230926827,0.048,0,0.048,0,0,0,0,0,0,0,0,0,33.08,4
114496412,0.273,0.003,0.213,0.125,8.6,0.046,0,0,0.109,0,0.036,0.059,27.1,3
135782128,0.103,0,0.103,0,6.7,0.015,0,0,0.064,0,0,0.101,26.21,3
381241841,0.125,0.013,0.096,0.056,0,0,0,0,0.029,0.013,0,0,22.07,3
1049246339,0.222,0.024,0.177,0.1,0,0,0,0,0.05,0.021,0,0,21.75,3
112485391,0,0,0,0,0,0,0,0,0,0,0,0,22.87,3
2926098455,0.077,0.018,0.059,0.018,0,0,0,0,0.049,0,0,0.02,23.02,3
1294113174,0,0,0,0,0,0,0,0,0,0,0,0,35.74,4
31797403,0,0,0,0,0,0,0,0,0.08,0,0,0.092,24.73,3
63379957,0.104,0.024,0.08,0.047,0,0,0,0,0.214,0,0,0.046,20.49,3
735868917,0,0,0,0,0,0,0,0,0.126,0,0,0,21.68,3
406067928,0.039,0,0,0.039,0,0,0,0,0,0,0,0,24.73,3
1727981695,0.09,0,0.077,0.013,0,0,12.9,0.013,0.033,0,0,0,22.51,3
2197776244,0,0,0,0,0,0,0,0,0,0,0,0.08,23.75,3
4454846636,0.023,0,0.023,0,1.7,0.025,0,0,0.014,0,0.012,0.053,21.87,3
66393297,0.039,0,0.039,0,2.9,0.044,0,0,0.025,0,0.02,0.092,21.79,3
1499635279,0.095,0.031,0.012,0.052,0,0,52.3,0.052,0.07,0,0,0.149,21.27,3
10387111570,0.022,0.009,0.012,0.001,31.3,0.037,0,0,0.083,0.02,0.025,0.017,26.12,3
815726441,0.087,0,0.003,0.084,0,0,0,0,0.009,0,0,0.003,26.35,3
48591089,0.049,0,0,0.049,0,0,49.2,0.049,0.135,0,0.045,0.086,22.01,3
212395331,0.328,0.004,0.327,0.002,0,0,0,0,0,0,0,0,29.84,3
1100131030,0.094,0,0.094,0,0,0,0,0,0,0,0,0,25.66,3
156094065,0.106,0.052,0.074,0.061,0,0,8.8,0.015,0.009,0,0,0.01,29.83,3
719880105,0.204,0.021,0.169,0.1,40.5,0.055,34.5,0.034,0.123,0,0.055,0.073,25.25,3
94031002,0.196,0,0.128,0.171,1.9,0.04,43.5,0.088,0.133,0.048,0,0.167,20.82,3
468760709,0.018,0,0.018,0,12.9,0.018,0,0,0.129,0,0.018,0.039,23.06,3
1314893685,0.097,0.024,0.075,0.037,57.2,0.14,16.2,0.033,0.171,0.003,0.104,0.029,21.51,3
274349905,0.068,0.017,0.046,0.006,0,0,16.3,0.02,0.034,0,0,0.01,21.68,3
704985976,0.281,0.017,0.247,0.142,16.8,0.056,40.8,0.074,0.168,0.027,0,0.128,21.29,3
4325187829,0.047,0.008,0.045,0.02,0,0,0,0,0.066,0,0.003,0.046,27.61,3
1126127836,0.009,0,0.009,0.009,0,0,0,0,0.256,0,0.006,0.163,22.45,3
3034232763,0.044,0.005,0.04,0.005,0,0,0,0,0.01,0,0,0,28.56,3
1594014357,0.055,0.002,0.048,0.015,6,0.014,14,0.016,0.192,0,0.017,0.077,21.96,3
2310662942,0,0,0,0,9.3,0.022,0,0,0.294,0,0.013,0.093,20.32,3
1518956839,0.119,0.01,0.086,0.047,7.4,0.017,39.5,0.044,0.106,0,0.036,0.085,22.94,3
2763356279,0.052,0.005,0.048,0.014,0,0,0,0,0.027,0,0,0.038,21.86,3
1272964321,0.055,0.025,0.024,0.023,0,0,0,0,0.013,0,0,0.02,28.84,3
446920167,0.024,0.003,0.021,0.002,0,0,0,0,0.002,0,0,0.016,28.75,3
229680398,0.08,0.005,0.052,0.041,13.5,0.023,23.4,0.024,0.225,0.002,0.024,0.109,22.03,3
277397608,0.066,0.01,0.048,0.021,0,0,0,0,0.013,0,0,0.017,25.19,3
92060115,0.059,0.019,0.041,0.019,0,0,0,0,0.015,0,0,0.019,24,3
8431375538,0.329,0.031,0.299,0.178,32.4,0.118,8.2,0.018,0.116,0,0.01,0.058,25.13,3
4270074,0.021,0,0.021,0,0,0,0,0,0.013,0,0,0,26.22,3
5.98E+11,0.089,0.006,0.058,0.045,14.2,0.024,25.6,0.026,0.247,0.002,0.026,0.118,22.05,3
1390765934,0,0,0,0,0,0,0,0,0.309,0,0,0,30.56,4
4752874480,0.145,0.001,0.143,0.013,70.6,0.112,2.1,0.002,0.175,0,0.039,0.054,24.46,3
432069683,0,0,0,0,0,0,0,0,0.133,0,0,0.524,20.93,3
1385635915,0.081,0.007,0.081,0.009,19.7,0.091,38.2,0.062,0.086,0.009,0.025,0.082,20.2,3
3323036345,0.064,0.002,0.056,0.009,17.3,0.035,9,0.009,0.195,0.008,0.014,0.099,22.78,3
1690922213,0.186,0.017,0.168,0.032,40.6,0.055,6.5,0.007,0.177,0,0.027,0.019,21.85,3
437260977,0.014,0,0.009,0.005,0,0,11,0.012,0.119,0,0.006,0,24.3,3
1074566585,0.992,0.056,0.968,0.024,0,0,0,0,0,0,0,0,34.82,4
10757018692,0.031,0.003,0.031,0,1.1,0.003,0,0,0.168,0.007,0.003,0.142,23.04,3
1874582325,0.162,0.016,0.117,0.068,36,0.072,33.3,0.036,0.108,0,0.016,0.117,24.42,3
211075237,0.169,0.011,0.098,0.082,36.2,0.063,91.2,0.097,0.093,0.003,0.056,0.094,23.1,3
644142964,0.016,0,0.016,0,124.8,0.184,29.1,0.031,0,0,0.106,0,25.46,3
7712994538,0.057,0.026,0.048,0,3.1,0.017,0,0,0.087,0,0.01,0,27.13,3
2844604902,0.052,0.006,0.039,0.014,14,0.032,14.7,0.018,0.065,0.002,0.015,0.038,23.91,3
2760869485,0.061,0.008,0.046,0.016,16.4,0.038,17.2,0.021,0.076,0.003,0.018,0.044,23.7,3
2593455289,0.075,0.009,0.056,0.019,20.2,0.046,21.2,0.026,0.094,0.004,0.022,0.055,23.58,3
1924609299,0.081,0.01,0.062,0.021,22.1,0.051,23.1,0.028,0.102,0.004,0.024,0.06,23.58,3
1729247148,0.081,0.01,0.062,0.021,22.1,0.051,23.2,0.028,0.102,0.004,0.024,0.06,23.58,3
1200988391,0.081,0.01,0.062,0.021,22.1,0.051,23.2,0.028,0.102,0.004,0.024,0.06,23.58,3
672388833,0.081,0.01,0.062,0.021,22.1,0.051,23.2,0.028,0.103,0.004,0.024,0.06,23.57,3
209437974,0.082,0.01,0.062,0.021,22.2,0.051,23.2,0.028,0.103,0.004,0.024,0.06,23.55,3
139255186,0.041,0.012,0.041,0,0,0,0,0,0.111,0,0.027,0.073,20.35,3
5510996,0,0,0,0,0,0,0,0,0.06,0,0,0,16.25,2
22132017706,0.016,0.002,0.006,0.016,0,0,0,0,0.305,0,0,0.071,22.8,3
3738054323,0,0,0,0,0,0,0,0,0.009,0,0,0.008,26.88,3
614926961,0.056,0.003,0.053,0,0,0,0,0,0.089,0,0,0.024,28.37,3
9378369519,0.062,0,0.062,0,8.4,0.017,37.7,0.053,0.178,0,0,0.065,20.14,3
1505192827,0.143,0.001,0.141,0.013,69.7,0.11,2,0.002,0.174,0,0.039,0.053,24.52,3
1425535562,0.082,0.02,0.064,0.025,0,0,2.8,0.003,0.005,0.008,0,0.034,24.06,3
20107574692,0.094,0.005,0.02,0.074,15.3,0.023,71.2,0.072,0.156,0,0.018,0.079,21.93,3
393506940,0.023,0,0.023,0,8,0.069,37.6,0.058,0.092,0,0.016,0.065,19.92,2
196625136,0,0,0,0,0,0,0,0,0.079,0,0,0,15.36,2
2449952285,0,0,0,0,0,0,0,0,0.175,0,0,0,20.65,3
1191775357,0.031,0.003,0.031,0,1.1,0.002,0,0,0.169,0.007,0.002,0.144,23.02,3
817263860,0.013,0.002,0.006,0.013,0,0,0,0,0.291,0,0,0.092,22.9,3
4044287,0.085,0.005,0.057,0.028,0,0,0,0,0.014,0,0,0,26.13,3
1954127105,0.086,0.006,0.058,0.028,0,0,0,0,0.014,0,0,0,26.06,3
6662942178,0.069,0.008,0.057,0.027,19.8,0.033,14.2,0.016,0.259,0.003,0.019,0.103,22.99,3
2337610781,0.07,0.013,0.049,0.023,0,0,0,0,0.002,0,0,0.029,24.64,3
6145788403,0,0,0,0,0,0,0,0,0.339,0,0,0,18.12,2
1187410325,0.917,0.21,0.597,0.904,0,0,0,0,0.002,0,0,0,32.61,4
333121249,0.174,0.021,0.121,0.072,2.9,0.006,9.6,0.011,0.026,0.015,0.002,0.032,24.84,3
29138151,0.185,0.014,0.137,0.059,65.1,0.115,93.6,0.101,0.061,0,0.071,0.072,22.06,3
1838047748,0.138,0.024,0.087,0.075,2.7,0.006,9.4,0.011,0.029,0.021,0,0.038,24.01,3
38277286,0,0,0,0,0,0,0,0,0.021,0.143,0,0.13,30.68,4
6935510038,0.041,0.005,0.034,0.012,12.9,0.033,8.7,0.011,0.12,0.003,0.015,0.052,23.32,3
4654310594,0.047,0.006,0.039,0.014,14.6,0.039,10.1,0.013,0.136,0.003,0.017,0.058,23.12,3
9115575531,0.043,0.005,0.033,0.017,11.8,0.02,7.4,0.008,0.144,0.001,0.014,0.068,23.49,3
2154040033,0.04,0.005,0.032,0.016,14.4,0.024,8,0.009,0.17,0.001,0.015,0.069,23.36,3
14669622702,0.009,0.001,0.008,0.001,4,0.007,0.4,0,0.223,0,0.003,0.122,21.92,3
618417167,0.188,0.014,0.138,0.06,66.1,0.117,94.5,0.102,0.063,0,0.073,0.073,22.04,3
910474004,0.196,0,0.196,0,71.3,0.142,0,0,0.103,0,0,0.051,20.49,3
6235936602,0.047,0.003,0.047,0,5.3,0.012,0,0,0.15,0.009,0.023,0.09,23.31,3
1175173307,0.004,0,0.004,0,12,0.051,5,0.005,0.213,0,0.016,0.014,25.04,3
1.45E+11,0.132,0.002,0.022,0.111,12.9,0.02,109.8,0.111,0.139,0.001,0.025,0.089,21.59,3
1844038879,0.022,0.002,0.018,0.004,17.8,0.024,1.7,0.002,0.205,0,0.034,0.078,21.11,3
11319141254,0.081,0.007,0.081,0.009,19.7,0.091,38.3,0.062,0.086,0.009,0.025,0.081,20.21,3
4278801932,0.082,0.007,0.082,0.009,19.7,0.091,38.4,0.062,0.086,0.009,0.025,0.082,20.2,3
7027626182,0.187,0.017,0.168,0.033,41.3,0.056,6.5,0.007,0.175,0,0.028,0.019,21.87,3
989013059,0.063,0.01,0.031,0.032,0,0,0,0,0.001,0.023,0,0.023,27.63,3
8487533948,0.097,0.037,0.068,0.038,8.2,0.038,6.7,0.007,0.12,0.01,0.021,0.01,26.89,3
13075123,0.025,0,0.025,0,6.4,0.011,12.1,0.014,0.096,0,0.023,0.092,22.11,3
483048989,0.098,0.021,0.074,0.054,0,0,0,0,0.345,0,0,0,26.85,3
5746196265,0.162,0.015,0.117,0.068,36,0.072,33.7,0.037,0.11,0,0.016,0.118,24.4,3
8968956546,0.145,0.015,0.121,0.056,31.9,0.058,39.3,0.044,0.158,0,0.055,0.13,23.92,3
245024701,0.145,0.016,0.121,0.056,32,0.058,39.2,0.044,0.157,0,0.055,0.129,23.91,3
36546247155,0.062,0.007,0.048,0.015,0,0,0.7,0.001,0.007,0,0,0.008,26.1,3
5595570364,0.088,0.006,0.057,0.045,14.1,0.024,25.3,0.026,0.244,0.002,0.026,0.117,22.05,3
44029994,0.047,0.006,0.036,0.012,11.4,0.029,11.8,0.015,0.068,0.002,0.015,0.037,23.85,3
74092619,0.053,0.007,0.041,0.014,12.8,0.032,13.3,0.017,0.077,0.002,0.017,0.042,23.65,3
76766762,0.062,0.008,0.048,0.017,15,0.037,15.6,0.019,0.091,0.003,0.019,0.049,23.47,3
66305348,0.078,0.01,0.059,0.021,18.8,0.046,19.5,0.024,0.114,0.003,0.024,0.062,23.37,3
67393871,0.085,0.011,0.065,0.023,20.8,0.051,21.6,0.027,0.126,0.004,0.027,0.069,23.37,3
53523144,0.085,0.011,0.065,0.023,20.8,0.051,21.6,0.027,0.126,0.004,0.027,0.069,23.37,3
36706187,0.085,0.011,0.065,0.023,20.8,0.051,21.6,0.027,0.126,0.004,0.027,0.069,23.37,3
20898977,0.085,0.011,0.065,0.023,20.8,0.051,21.6,0.027,0.126,0.004,0.027,0.069,23.37,3
11478027,0.085,0.011,0.065,0.023,20.8,0.051,21.6,0.027,0.126,0.004,0.027,0.069,23.37,3
2866660918,0.118,0.029,0.097,0.033,29.6,0.097,17.4,0.027,0.126,0.012,0.059,0.074,23.75,3
480138395,0.122,0.014,0.086,0.057,0,0,4.4,0.005,0.026,0.008,0,0.045,23.6,3
438454061,0.071,0.013,0.046,0.025,0,0,0,0,0.003,0,0,0.003,29.18,3
175106799,0.075,0,0.05,0.025,0,0,25.3,0.025,0.162,0,0,0.063,23.47,3
30307348963,0.051,0.006,0.038,0.013,13.9,0.032,14.5,0.018,0.068,0.002,0.015,0.038,23.76,3
27112783721,0.059,0.007,0.044,0.015,16.3,0.038,17,0.021,0.08,0.003,0.018,0.045,23.53,3
27520021652,0.072,0.009,0.054,0.019,20,0.046,20.9,0.025,0.098,0.003,0.022,0.056,23.39,3
20122466295,0.079,0.01,0.059,0.021,21.9,0.05,22.9,0.028,0.108,0.003,0.024,0.061,23.39,3
18124450834,0.079,0.01,0.059,0.021,21.9,0.05,22.9,0.028,0.108,0.003,0.024,0.061,23.39,3
11397451742,0.079,0.01,0.059,0.021,21.9,0.05,22.9,0.028,0.108,0.003,0.024,0.061,23.39,3
6021617938,0.079,0.01,0.059,0.021,21.9,0.05,22.9,0.028,0.108,0.003,0.024,0.061,23.39,3
1856901873,0.079,0.01,0.059,0.021,21.9,0.05,22.9,0.028,0.108,0.003,0.024,0.061,23.39,3
322409995,0.08,0.01,0.061,0.022,19.3,0.047,20.2,0.025,0.119,0.003,0.025,0.065,23.37,3
8196974122,0.042,0.011,0.023,0.018,23.2,0.033,9.6,0.01,0.245,0,0.009,0.088,20.33,3
876465954,0.435,0.088,0.347,0.036,0,0,0,0,0.012,0.13,0,0.19,33.1,4
11366983565,0.114,0.028,0.094,0.032,28.6,0.094,16.8,0.026,0.121,0.011,0.057,0.071,23.74,3
58366253405,0.005,0,0.005,0,3.2,0.005,0,0,0.264,0,0.004,0.12,22.32,3
17840578359,0.006,0,0.006,0,3.4,0.005,0,0,0.232,0,0.005,0.108,22.42,3
5647034171,0.031,0.003,0.031,0,1.1,0.002,0,0,0.17,0.007,0.002,0.144,23.02,3
3237607388,0.066,0.01,0.056,0.014,0,0,0,0,0.014,0,0,0.015,22.04,3
672605885,0.066,0.01,0.055,0.014,0,0,0,0,0.014,0,0,0.016,22.02,3
58037345,0.532,0.074,0.378,0.395,0,0,0,0,0.137,0,0,0,22.36,3
3617711598,0.062,0,0.062,0,8.4,0.017,37.7,0.053,0.178,0,0,0.065,20.15,3
1607084151,0.062,0,0.062,0,8.5,0.017,37.8,0.053,0.178,0,0,0.065,20.17,3
9903253901,0.06,0,0.06,0.015,30.7,0.113,25.8,0.041,0.1,0.015,0.043,0.069,21.74,3
522674330,0.059,0,0.059,0.015,30.5,0.113,25.5,0.041,0.099,0.015,0.043,0.068,21.72,3
6296433921,0.023,0,0.023,0,10,0.02,0,0,0.107,0,0,0.09,18.91,2
56323922801,0.106,0.025,0.089,0.031,30,0.106,23.6,0.038,0.124,0.013,0.081,0.104,22.31,3
292353288,0,0,0,0,0,0,0,0,0.013,0,0,0.003,17.92,2
4701558036,0.069,0.008,0.066,0.008,0,0,0,0,0.004,0.004,0,0.004,25.91,3
1335654973,0.011,0.003,0.008,0,0,0,0,0,0,0,0,0,25.34,3
476237572,0.079,0.008,0.072,0.026,26.4,0.079,22.9,0.034,0.133,0.01,0.049,0.078,21.93,3
683124035,0.047,0,0.047,0.017,44.5,0.086,24.7,0.029,0.033,0.017,0.086,0.006,23.96,3
403002957,0.091,0.013,0.08,0.033,0,0,32.8,0.039,0,0.01,0,0.014,26.42,3
30451453736,0.013,0.002,0.011,0.002,0.9,0.002,0.1,0,0.372,0,0,0.121,20.69,3
5080395293,0.143,0.001,0.141,0.013,69.5,0.109,1.8,0.002,0.173,0,0.039,0.052,24.5,3
59973486,0.146,0.001,0.144,0.013,71.1,0.111,2.2,0.002,0.178,0,0.039,0.052,24.48,3
10909622608,0.165,0.011,0.107,0.085,26.1,0.043,49.4,0.051,0.067,0.004,0.049,0.099,24.01,3
1144880849,0.129,0.046,0.044,0.085,0,0,0,0,0.069,0,0,0.041,23.44,3
3807821977,0.114,0.008,0.092,0.026,18.3,0.028,2.8,0.003,0.006,0.007,0.005,0.024,21.75,3
299911451,0.025,0,0.025,0,0,0,0,0,0.162,0,0,0.076,20.07,3
3540053006,0.131,0,0.131,0.011,69.6,0.107,0,0,0.204,0,0.048,0.061,24.55,3
1962072476,0.075,0.014,0.061,0.017,0,0,0.9,0.001,0.013,0,0,0.035,22.28,3
37635650877,0.121,0.014,0.085,0.057,0,0,4.4,0.005,0.026,0.008,0,0.045,23.6,3
1754238023,0.14,0.012,0.085,0.078,0,0,18.1,0.021,0.028,0.018,0,0.036,23.33,3
31131257,0.127,0.01,0.078,0.07,0,0,16.4,0.019,0.025,0.016,0,0.033,23.34,3
6857224785,0.078,0.014,0.068,0.024,0,0,4.7,0.005,0.024,0.003,0,0.022,25.66,3
1032039818,0.078,0.015,0.068,0.024,0,0,4.3,0.005,0.025,0.003,0,0.022,25.66,3
8167932534,0.076,0.013,0.056,0.03,13.7,0.039,16.4,0.02,0.139,0.005,0.032,0.073,22.71,3
16744019872,0.019,0.005,0.011,0.009,0,0,0,0,0.385,0,0,0.107,22.14,3
603263128,0.73,0,0.73,0,0,0,0,0,0.008,0.02,0,0.101,30.77,4
4622480641,0.057,0.004,0.05,0.008,23.2,0.037,8.9,0.009,0.201,0.005,0.03,0.081,26.17,3
314597781,0.066,0,0.054,0.012,2.4,0.052,0,0,0.048,0.008,0,0.008,22.33,3
2459847269,0.018,0,0.016,0.002,0,0,0,0,0.407,0,0,0.11,21.6,3
27994654064,0.018,0,0.016,0.002,0,0,0,0,0.393,0,0,0.103,21.71,3
6510466706,0.023,0,0.023,0,8,0.069,38,0.059,0.093,0,0.016,0.065,19.97,2
692121686,0.039,0,0.039,0,3.8,0.016,13.3,0.015,0.103,0,0.017,0.008,23.82,3
31899213800,0.041,0.002,0.039,0.003,13.7,0.026,2.2,0.002,0.131,0.005,0.014,0.068,23.18,3
2109041194,0.042,0.002,0.04,0.003,14,0.026,2.3,0.002,0.136,0.005,0.014,0.069,23.16,3
2692071738,0.001,0,0.001,0,0,0,0,0,0.053,0,0,0,15.98,2
3160737159,0,0,0,0,0,0,0,0,0.075,0,0,0,15.98,2
4847933507,0.099,0.037,0.069,0.038,8.4,0.039,6.8,0.007,0.122,0.01,0.022,0.01,26.9,3
2246935829,0.123,0.046,0.107,0.059,27.2,0.117,0,0,0.079,0.002,0.05,0.041,26.92,3
6858117409,0.139,0.073,0.083,0.061,25,0.116,2.7,0.003,0.126,0.026,0.041,0.023,27.33,3
7506989375,0.11,0.026,0.092,0.032,31,0.11,24.3,0.039,0.129,0.014,0.084,0.109,22.31,3
5092017272,0.082,0.025,0.072,0.082,0,0,35.1,0.049,0.13,0.015,0.014,0.141,21.87,3
845126576,0.078,0.004,0.068,0.041,41.3,0.157,34.6,0.047,0.155,0.015,0.138,0.088,20.85,3
1487593320,0.048,0.026,0.021,0.003,11.7,0.024,63.9,0.097,0.06,0,0,0.158,20.65,3
938885429,0.132,0,0.132,0.034,2.6,0.042,22.1,0.035,0.008,0.034,0,0.027,19.38,2
7701363941,0.166,0.074,0.136,0.064,51.7,0.173,0.9,0.001,0.212,0.035,0.136,0.07,25.04,3
134683923,0.001,0,0.001,0,0,0,0,0,0.053,0,0,0,15.97,2
944170335,0.084,0.007,0.075,0.022,0,0,5.8,0.007,0.021,0,0,0.023,24.55,3
15119550185,0.089,0.006,0.058,0.045,14.2,0.024,25.5,0.026,0.246,0.002,0.026,0.118,22.05,3
14032774915,0.06,0.011,0.046,0.047,0,0,15.8,0.017,0.217,0.001,0,0.153,21.4,3
3909430375,0.102,0.008,0.066,0.059,18,0.037,22.8,0.024,0.151,0.002,0.061,0.104,21.25,3
18832055354,0.003,0,0.003,0,0,0,0,0,0.203,0,0,0.105,20.45,3
5409596605,0.189,0.004,0.148,0.042,67.5,0.098,70,0.074,0.173,0.007,0.053,0.047,23.44,3
64031078,0,0,0,0,0,0,0,0,0.125,0,0,0.013,24.21,3
443399785,0,0,0,0,189.9,0.311,0,0,0,0,0.126,0,27.94,3
4003156542,0,0,0,0,0,0,0,0,0.232,0,0,0,31.61,4
1317571529,0.183,0,0.183,0,0,0,0,0,0,0,0,0,22.01,3
481112504,0,0,0,0,0,0,0,0,0.071,0,0,0.045,28.05,3
1677924437,0,0,0,0,0,0,0,0,0.335,0,0,0.035,22.84,3
717007381,0,0,0,0,0,0,0,0,0.135,0,0,0.32,18.94,2
468287794,0,0,0,0,0,0,0,0,0.133,0,0,0.524,20.95,3
1263127395,0,0,0,0,0,0,0,0,0.002,0.043,0,0.459,24.76,3
1847735900,0,0,0,0,0,0,0,0,0,0,0,0,36.66,4
1962549793,0.991,0.056,0.967,0.024,0,0,0,0,0,0,0,0,34.83,4
1669925929,0,0,0,0,0,0,0,0,0.006,0,0,0.007,19,2
106078240,0,0,0,0,0,0,0,0,0,0,0,0,23.14,3
1038628780,0.015,0,0.015,0,124.5,0.183,29.5,0.031,0,0,0.107,0,25.41,3
1932959877,0.043,0,0.043,0,0,0,0,0,0.08,0,0,0,32.09,4
6415263102,0,0,0,0,0,0,0,0,0.009,0,0,0.008,26.95,3
1134844309,0,0,0,0,0,0,0,0,0,0,0,0.097,21.07,3
624744725,0.056,0.003,0.053,0,0,0,0,0,0.089,0,0,0.024,28.38,3
1011044186,0,0,0,0,0,0,222.9,0.244,0,0,0,0,23.3,3
638111317,0,0,0,0,0,0,0,0,0,0,0,0.426,22.99,3
721189403,0,0,0,0,0,0,0,0,0.148,0.043,0,0.007,27.33,3
4631721403,0,0,0,0,0,0,0,0,0,0,0,0,27.15,3
1192246929,0,0,0,0,0,0,0,0,0.212,0,0,0,28.26,3
2678821052,0,0,0,0,0,0,0,0,0.03,0,0,0.663,19.04,2
16483629145,0,0,0,0,0,0,0,0,0.167,0,0,0,20.66,3
9061135608,0,0,0,0,0,0,0,0,0.318,0,0,0,17.11,2
974734617,0,0,0,0,0,0,0,0,0.299,0,0,0,18.33,2
14187956535,0,0,0,0,0,0,0,0,0.334,0,0,0,19.29,2
255402876,0,0,0,0,0,0,0,0,0.295,0,0,0,22.58,3
466844244,0.07,0.05,0.02,0,0,0,0,0,0,0,0,0,22.78,3
1995204358,0.927,0.212,0.604,0.914,0,0,0,0,0.003,0,0,0,32.56,4
316398967,0.011,0,0.011,0,0,0,0,0,0.338,0,0,0.003,20.81,3
3646289735,0.066,0.008,0.056,0.023,20,0.034,16.5,0.018,0.231,0.003,0.019,0.1,22.64,3
11030010763,0.007,0.001,0.007,0,3.6,0.006,0.4,0,0.283,0.001,0.003,0.135,22.22,3
5411849551,0.2,0,0.2,0,73.8,0.17,0,0,0.098,0,0,0.045,20.75,3
5547282866,0.094,0.033,0.076,0.014,5.8,0.029,13.3,0.014,0.124,0,0.017,0,26.68,3
22081676643,0.083,0.025,0.058,0.018,6.8,0.042,10.5,0.011,0.118,0.006,0.005,0.005,26.4,3
52216410798,0.112,0.027,0.093,0.032,28.4,0.093,16.7,0.026,0.12,0.011,0.057,0.071,23.74,3
15761416450,0.005,0,0.005,0,3.2,0.005,0,0,0.264,0,0.004,0.119,22.32,3
13879939986,0.023,0,0.023,0,9.7,0.02,0,0,0.105,0,0,0.088,18.95,2
594819509,0.107,0.025,0.09,0.031,30.2,0.107,23.7,0.038,0.127,0.013,0.081,0.107,22.3,3
3824713465,0.025,0.004,0.022,0.001,0,0,0,0,0,0,0,0,25.34,3
2897875266,0.105,0.008,0.084,0.023,21.4,0.032,3.5,0.004,0.001,0.009,0.008,0.028,23.46,3
1646131276,0.013,0.002,0.011,0.002,0.9,0.002,0.1,0,0.373,0,0,0.121,20.7,3
19368623145,0.144,0.001,0.142,0.013,69.8,0.11,2.1,0.002,0.173,0,0.039,0.052,24.45,3
10605275713,0.105,0.002,0.024,0.083,14.7,0.024,83.5,0.084,0.128,0.001,0.029,0.08,21.63,3
14494576641,0.023,0,0.023,0,8,0.069,38,0.059,0.093,0,0.016,0.065,19.54,2
1779770944,0.079,0.002,0.056,0.024,0,0,0,0,0,0,0,0,22.55,3
4320696363,0.074,0.002,0.048,0.026,0,0,0,0,0.009,0,0,0.006,27.79,3
12119153357,0.125,0.023,0.092,0.053,38.4,0.062,43.4,0.048,0.045,0.008,0.039,0.099,24.19,3
73662984900,0.086,0.006,0.057,0.042,12.5,0.021,22.6,0.023,0.218,0.002,0.023,0.105,22.73,3
12661692178,0.169,0.011,0.099,0.082,35.7,0.061,90.4,0.096,0.093,0.004,0.055,0.094,23.03,3
2144564018,0.079,0.002,0.057,0.022,0,0,0,0,0,0,0,0,22.94,3
7387389952,0.02,0,0.02,0,0,0,0,0,0.004,0,0,0.007,27.47,3
832720164,0.033,0.002,0.031,0.002,0,0,0,0,0,0,0,0.003,29.18,3
3656540644,0.02,0,0.02,0,0,0,0,0,0.003,0,0,0.008,27.45,3
25758804987,0.071,0.013,0.046,0.025,0,0,0,0,0.003,0,0,0.003,29.18,3
1112939648,0.092,0.014,0.047,0.045,0,0,0,0,0,0,0,0,24.12,3
16237684,0.091,0.014,0.047,0.044,0,0,0,0,0,0,0,0,24.12,3
4706641253,0.112,0.009,0.08,0.033,0,0,0,0,0,0,0,0.009,24.59,3
1348606288,0.111,0.024,0.063,0.049,0,0,0,0,0.006,0,0,0.003,29.02,3
667599475,0.127,0.025,0.092,0.057,38,0.06,41.3,0.045,0.045,0.008,0.043,0.098,24.15,3
5005007898,0.078,0.002,0.05,0.028,0,0,0,0,0.01,0,0,0.008,27.04,3
5316720547,0.109,0.007,0.093,0.043,26.2,0.047,17.3,0.019,0.119,0,0.031,0.094,23.73,3
1988760070,0.627,0.157,0.414,0.614,0,0,0,0,0.107,0,0,0,29.53,3
396556479,0.086,0.022,0.071,0.005,27.1,0.072,17.4,0.027,0.079,0.007,0.038,0.054,23.24,3
14159457900,0.106,0.026,0.086,0.031,24.3,0.08,14.4,0.022,0.105,0.011,0.049,0.062,24.11,3
1.00E+11,0.086,0.006,0.057,0.042,12.5,0.021,22.6,0.023,0.219,0.002,0.023,0.105,22.74,3
3401425725,0.017,0.001,0.016,0.001,0,0,0,0,0.25,0,0,0.095,21.82,3
37185078,0.095,0.033,0.082,0.06,0,0,27.1,0.03,0.106,0.017,0,0.09,22.18,3
4018343813,0.024,0.002,0.017,0.007,3.3,0.01,2.6,0.003,0.215,0.002,0.005,0.082,20.14,3
3150732490,0.17,0.011,0.098,0.082,36.1,0.063,91.4,0.097,0.094,0.004,0.056,0.094,23.04,3
161397389,0.172,0.011,0.099,0.084,36.6,0.063,93.3,0.1,0.095,0.004,0.058,0.095,23.1,3
